country,code,year,percent_migrant,percent_f_migrant,total_refugees,total_pop,percent_refugees,immigrants,emigrants,net_migration
Liberia,430,2010,2.5,42.6,24735,3.891356,25.43,92870,219256,-32.48
Libya,434,2010,11,28.4,7923,6.197663,1.16,683998,128104,89.69
Liechtenstein,438,2010,62.1,51.4,92,0.035994,0.41,21704,3594,503.14
Lithuania,440,2010,5.1,56.7,803,3.123816,0.5,160374,519665,-115.02
Luxembourg,442,2010,32.1,50.1,3254,0.507889,2,162895,62241,198.18
Macau SAR China,446,2010,59.2,54,0,0.538219,0,287358,130805,290.87
Madagascar,450,2010,0.1,43.2,0,21.15164,0,21151,160871,-6.61
Malawi,454,2010,1.5,52.3,5740,14.539612,2.63,170320,255164,-5.84
Malaysia,458,2010,8.6,39.2,92855,28.208035,3.83,2242623,1598510,22.83
Maldives,462,2010,14.9,23.7,0,0.365734,0,51407,2746,133.05
Mali,466,2010,2.3,49.3,13558,15.049353,3.92,312356,997135,-45.5
Malta,470,2010,8,48.1,6136,0.414253,18.52,32323,99362,-161.83
Martinique,474,2010,15.1,55.8,0,0.394663,0,57901,14668,109.54
Mauritania,478,2010,2.4,42.6,26717,3.494195,31.86,56954,109431,-15.02
Mauritius,480,2010,2,46.9,0,1.247955,0,23497,148643,-100.28
Mexico,484,2010,0.8,49.4,1395,114.092963,0.15,966873,12414825,-100.34
Monaco,492,2010,59.3,51.1,0,0.035612,0,10842,26961,-452.63
Mongolia,496,2010,0.6,26,13,2.719896,0.08,15511,57766,-15.54
Moldova,498,2010,3.2,59.7,229,4.086081,0.18,124593,827763,-172.09
Montenegro,499,2010,12.6,59.7,16369,0.624275,20.81,78130,148982,-113.49
Montserrat,500,2010,26.4,48.6,14,0.004899,1.08,1061,17369,-3328.84
Morocco,504,2010,0.2,49.6,792,32.343389,1.22,58819,2863810,-86.73
Mozambique,508,2010,1.3,51.7,9991,23.531574,3.27,285009,798225,-21.81
Oman,512,2010,26.8,19.3,78,3.041434,0.01,783100,20092,250.87
Namibia,516,2010,4.9,46.3,8675,2.118874,8.36,101619,99630,0.94
Nauru,520,2010,11.8,44.8,277,0.010005,23.46,686,2146,-145.93
Nepal,524,2010,2.1,67.2,87514,27.013212,15.43,556029,1434586,-32.52
Netherlands,528,2010,11,51.9,74961,16.682917,4.08,1827558,866675,57.6
Curaçao,531,2010,23.2,59,6,0.149192,0.02,34108,109367,-504.44
Aruba,533,2010,33.8,55.4,0,0.101669,0,32790,14479,180.1
Sint Maarten,534,2010,76.7,52,1,0.034168,0,23963,25352,-40.65
Caribbean Netherlands,535,2010,54.7,51.7,0,0.02094,0,10923,11379,-21.78
New Caledonia,540,2010,24.1,46.2,0,0.253527,0,55415,4911,199.21
Vanuatu,548,2010,1.3,50.3,4,0.236211,0.13,2191,7846,-23.94
New Zealand,554,2010,21.7,51.5,2307,4.370062,0.24,908399,662996,56.16
Nicaragua,558,2010,0.6,48.8,64,5.824065,0.18,35536,610902,-98.79
Niger,562,2010,0.8,52.5,314,16.464025,0.24,116285,335884,-13.34
Nigeria,566,2010,0.6,41.8,8747,158.503197,0.92,887531,987165,-0.63
Niue,570,2010,36.4,45.8,0,0.001618,0,528,5358,-2985.17
Norway,578,2010,10.8,49,52733,4.885878,9.99,516976,181698,68.62
Northern Mariana Islands,580,2010,44.8,57.7,0,0.053971,0,23130,2626,379.91
Micronesia (Federated States of),583,2010,2.7,46.4,1,0.102911,0.04,972,19406,-179.13
Marshall Islands,584,2010,5.5,38.7,0,0.056366,0,2749,6483,-66.25
Palau,585,2010,30.6,41.5,0,0.017955,0,5341,2621,151.49
Pakistan,586,2010,2.2,47.4,1900621,179.424641,48.15,3938511,4992279,-5.87
Panama,591,2010,4.3,48.6,17073,3.642687,10.9,156722,140609,4.42
Papua New Guinea,598,2010,0.4,39.3,9699,7.310507,33.17,29304,4238,3.43
Paraguay,600,2010,2.6,48,115,6.24802,0.07,156416,766008,-97.57
Peru,604,2010,0.4,46.4,1410,29.027674,1.21,103444,1302167,-41.3
Philippines,608,2010,0.2,48.3,316,93.96678,0.17,153633,4719359,-48.59
Poland,616,2010,1.7,59.2,17681,38.329781,2.71,635256,3731041,-80.77
Portugal,620,2010,7.2,51.3,384,10.596058,0.05,759742,1937332,-111.13
Guinea-Bissau,624,2010,1.4,51.1,7679,1.522599,36.02,20410,91921,-46.97
Timor-Leste,626,2010,1.1,49.4,5,1.093523,0.04,10162,35020,-22.73
Puerto Rico,630,2010,8.5,53.1,0,3.579841,0,287931,1732654,-403.57
Qatar,634,2010,78.5,17.2,67,1.856327,0,1406620,21622,746.1
Réunion,638,2010,14.8,49,0,0.830519,0,110834,2773,130.11
Romania,642,2010,0.9,50.5,1409,20.471864,0.76,160891,3370044,-156.76
Russia,643,2010,7.8,50.7,6385,143.479274,0.06,11194137,10130259,7.41
Rwanda,646,2010,4.3,49.9,55688,10.039338,12.9,410794,331087,7.94
St. Helena,654,2010,4.8,45.2,0,0.005183,0,207,4269,-783.72
St. Kitts & Nevis,659,2010,14.8,47.5,0,0.049016,0,3431,35838,-661.15
Anguilla,660,2010,38,52.7,0,0.013438,0,3756,2366,103.44
St. Lucia,662,2010,5.2,51.6,7,0.174085,0.08,8451,50480,-241.43
St. Pierre & Miquelon,666,2010,16,47.8,0,0.006353,0,997,391,95.39
St. Vincent & Grenadines,670,2010,4.2,49.6,0,0.108255,0,4282,55545,-473.54
San Marino,674,2010,15.6,43.4,0,0.031229,0,4651,2265,76.4
São Tomé & Príncipe,678,2010,1.5,49.9,0,0.180371,0,2640,30887,-156.6
Saudi Arabia,682,2010,30.7,29.6,669,27.421461,0.01,8147064,203703,289.68
Senegal,686,2010,2,46.9,22849,12.678148,9.01,216300,559557,-27.07
Serbia,688,2010,9.2,55.9,73817,8.991254,8.92,825407,829298,-0.43
Seychelles,690,2010,12.5,31.7,0,0.091264,0,11053,25978,-163.54
Sierra Leone,694,2010,1.2,45,8363,6.415634,10.86,78288,126868,-7.57
Singapore,702,2010,42.2,55.8,7,5.131172,0,1919435,278308,319.83
Slovakia,703,2010,2.7,54.3,728,5.404294,0.5,145707,261356,-21.4
Vietnam,704,2010,0.1,41.8,1928,87.967651,2.19,57368,2356176,-26.13
Slovenia,705,2010,12.4,44.3,312,2.043337,0.12,233850,123291,54.11
Somalia,706,2010,0.4,47.6,26048,12.043883,54.07,26220,1589706,-129.82
South Africa,710,2010,4.1,42.2,229601,51.216964,10.93,1931919,745100,23.17
Zimbabwe,716,2010,3.1,43,4851,12.697723,1.23,286642,715395,-33.77
Spain,724,2010,13.4,48.4,3820,46.931015,0.06,6278025,1086552,110.62
South Sudan,728,2010,2.7,48.5,27173,9.508364,10.58,255341,403896,-15.62
Sudan,729,2010,1.8,49.2,184354,34.545013,29.65,590487,1234913,-18.65
Western Sahara,732,2010,0.9,41.9,0,0.480274,0,4312,143996,-290.84
Suriname,740,2010,7.5,45.5,8,0.529131,0.02,23306,261654,-450.45
Swaziland,748,2010,3.1,48.6,759,1.064837,2.3,25044,69003,-41.28
Sweden,752,2010,14.7,51.4,101264,9.390168,7.34,1291187,304911,105.03
Switzerland,756,2010,26.6,51.6,61729,7.808675,2.97,1940105,627301,168.12
Syria,760,2010,8.4,48.9,1483993,21.362529,82.7,1616221,1084203,24.9
Tajikistan,762,2010,3.7,56.5,4787,7.527394,1.72,279502,584770,-40.55
Thailand,764,2010,4.8,49.6,96675,67.195028,3,3223380,773556,36.46
Togo,768,2010,4,49.4,14051,6.421679,5.47,235242,417150,-28.33
Tokelau,772,2010,37.6,52,0,0.00114,0,395,2168,-1555.26
Tonga,776,2010,4.4,45.7,0,0.103986,0,1295,52049,-488.08
Trinidad & Tobago,780,2010,3.6,52,131,1.328147,0.27,40940,350533,-233.1
United Arab Emirates,784,2010,85.6,25.3,624,8.549988,0.01,7094266,121176,815.57
Tunisia,788,2010,0.4,48.5,112,10.635244,0.26,35123,616386,-54.65
Turkey,792,2010,1.9,54.2,10032,72.326988,0.73,1255160,2723385,-20.3
Turkmenistan,795,2010,3.9,54.2,62,5.087213,0.03,194476,236614,-8.28
Turks & Caicos Islands,796,2010,52.7,48.3,0,0.03266,0,12934,2280,326.21
Tuvalu,798,2010,2.1,45,0,0.01053,0,120,3011,-274.55
Uganda,800,2010,1.5,50.9,156605,32.428167,32.2,490451,700398,-6.47
Ukraine,804,2010,10.5,57,6003,45.79209,0.12,4479641,5433315,-20.83
Macedonia,807,2010,6.3,58.3,1559,2.070741,1.2,128286,527075,-192.58
Egypt,818,2010,0.4,43.8,109359,82.761235,33.03,303475,2611870,-27.89
United Kingdom,826,2010,11.2,51.5,238150,63.459808,3.35,7062674,4394283,42.05
"",830,2010,48.6,52.3,0,0.159734,0,,,
Isle of Man,833,2010,51.2,50.8,0,0.084857,0,41124,9030,378.21
Tanzania,834,2010,0.7,50.1,110533,44.346525,35.61,302821,263122,0.9
United States,840,2010,14.3,50.9,270854,309.011475,0.61,42071829,2669958,127.51
U.S. Virgin Islands,850,2010,53.4,52.9,0,0.106087,0,55526,3713,488.4
Burkina Faso,854,2010,4.3,52.4,1065,15.605217,0.16,629595,1434192,-51.56
Uruguay,858,2010,2.3,54.7,229,3.359275,0.3,70395,338334,-79.76
Uzbekistan,860,2010,4.3,54.2,311,28.515909,0.03,1140101,1880557,-25.97
Venezuela,862,2010,4.7,49.8,217406,28.43994,16.26,1347170,558491,27.73
Wallis & Futuna,876,2010,12.8,49.5,0,0.012689,0,1599,7462,-462.05
Samoa,882,2010,2.8,49.4,0,0.185949,0,4671,104817,-538.57
Yemen,887,2010,1.2,45.9,192649,23.154855,69.33,252933,877385,-26.97
Zambia,894,2010,1.1,49.4,48182,13.605984,32.19,131183,208307,-5.67
Afghanistan,4,2015,1.4,49.3,407953,34.413603,84.67,364151,4977199,-134.05
Albania,8,2015,1.8,49,934,2.890513,1.8,46266,1129100,-374.62
Algeria,12,2015,0.6,47.2,100775,39.728025,42.28,231471,1838908,-40.46
American Samoa,16,2015,42.1,49,0,0.055812,0,22944,1967,375.85
Andorra,20,2015,54.2,49.2,0,0.078011,0,39778,8723,398.08
Angola,24,2015,2.3,51.8,45698,27.884381,7.13,109135,644666,-19.21
Antigua & Barbuda,28,2015,30,55.4,16,0.093566,0.06,27688,52584,-266.08
Azerbaijan,31,2015,2.7,52.1,1380,9.622745,0.53,261751,1137822,-91.04
Argentina,32,2015,4.8,54,4285,43.075416,0.21,2042145,946885,25.43
Australia,36,2015,28.1,50.3,48005,23.932502,0.71,6639700,529753,255.3
Austria,40,2015,17.2,52,78947,8.67866,5.29,1492374,531508,110.72
Bahamas,44,2015,15.8,49.4,94,0.374206,0.16,58298,43147,40.49
Bahrain,48,2015,51.3,27.7,360,1.371851,0.05,696373,57939,465.38
Bangladesh,50,2015,0.9,47.1,232584,156.256276,16.54,1138134,7307740,-39.48
Armenia,51,2015,6.5,59.5,19385,2.925553,10.19,171295,946993,-265.15
Barbados,52,2015,12.1,55.1,0,0.285324,0,20397,103712,-292
Belgium,56,2015,15.8,51.2,66740,11.28794,3.74,1674398,532515,101.16
Bermuda,60,2015,30,51.2,0,0.063692,0,18086,16520,24.59
Bhutan,64,2015,7,15.1,0,0.727876,0,47189,47997,-1.11
Bolivia,68,2015,1.3,47.6,756,10.86973,0.54,139511,825842,-63.14
Bosnia & Herzegovina,70,2015,1.1,52.3,6798,3.429361,18.02,37621,1606134,-457.38
Botswana,72,2015,4.9,43.1,2480,2.120716,2.39,96644,77445,9.05
Brazil,76,2015,0.4,46,35786,204.471769,4.38,699516,1530891,-4.07
Belize,84,2015,15.1,49.7,814,0.360933,1.49,53295,63263,-27.62
Solomon Islands,90,2015,0.4,43.9,3,0.603118,0.12,2005,3870,-3.09
British Virgin Islands,92,2015,65.6,50.7,0,0.029152,0,16213,5207,377.54
Brunei,96,2015,24.8,43.4,0,0.414907,0,101707,45663,135.08
Bulgaria,100,2015,1.7,51.5,26056,7.199741,21.29,123339,1155799,-143.4
Myanmar (Burma),104,2015,0.1,45.2,1,52.680726,0,63860,2842036,-52.74
Burundi,108,2015,2.9,50.7,47805,10.16003,16.22,262969,462053,-19.59
Belarus,112,2015,11.5,54.2,2088,9.439423,0.19,1082594,1472236,-41.28
Cambodia,116,2015,0.5,46.1,104,15.521436,0.13,71024,1042590,-62.6
Cameroon,120,2015,2.2,50.6,348346,23.298368,67.96,490605,352061,5.95
Canada,124,2015,20.6,52.4,155530,36.026676,2.1,7424859,1286881,170.37
Cape Verde,132,2015,2.8,49.4,0,0.524743,0,13416,172322,-302.83
Cayman Islands,136,2015,42.4,48.8,19,0.061724,0.07,26084,1760,394.08
Central African Republic,140,2015,1.8,47.1,7694,4.49317,9.51,58076,685848,-139.72
Sri Lanka,144,2015,0.2,47.8,1392,20.908027,3.33,37778,1624552,-75.89
Chad,148,2015,3.3,53.8,372438,14.110975,79.98,452624,192152,18.46
Chile,152,2015,3.6,52.9,2913,17.969353,0.45,639724,620024,1.1
China,156,2015,0.1,38.6,301052,1430.405347,21.05,813787,10164016,-6.54
Colombia,170,2015,0.3,46.7,6899,47.520667,4.84,138319,2703845,-53.99
Comoros,174,2015,1.6,51.6,0,0.777424,0,11204,116052,-134.87
Mayotte,175,2015,30.8,53.7,0,0.24002,0,72459,6518,274.73
Congo - Brazzaville,178,2015,8,45.2,49297,4.856095,12.69,381703,226756,31.91
Congo - Kinshasa,180,2015,1.1,51.4,398552,76.244544,47.52,789387,1519230,-9.57
Cook Islands,184,2015,19.8,49.9,0,0.017586,0,2854,21561,-1063.74
Costa Rica,188,2015,8.5,52,6899,4.847804,1.67,397638,139539,53.24
Croatia,191,2015,13.3,53.6,575,4.232874,0.1,555944,816313,-61.51
Cuba,192,2015,0,56.8,328,11.324781,,4512,1507725,-132.74
Cyprus,196,2015,16.5,56.2,15327,1.160985,8,189439,192426,-2.57
Czechia,203,2015,3.9,42.6,4303,10.601397,1.04,416454,836816,-39.65
Benin,204,2015,3.5,53,708,10.575952,0.19,327296,635130,-29.11
Denmark,208,2015,10.5,51.1,42260,5.688695,7.08,595876,241942,62.22
Dominica,212,2015,11.4,47.9,1373,0.071183,16.92,6495,73856,-946.31
Dominican Republic,214,2015,5.3,35.7,1373,10.28168,0.25,540821,1456989,-89.11
Ecuador,218,2015,2.4,48.3,133118,16.21202,34.21,316204,1130997,-50.26
El Salvador,222,2015,0.7,52.4,35,6.325124,0.08,41918,1514776,-232.86
Equatorial Guinea,226,2015,17.9,22.9,0,1.168568,0,8746,117022,-92.66
Ethiopia,231,2015,1.2,49.1,738217,100.835458,61.01,1089661,781487,3.06
Eritrea,232,2015,0.5,44.6,2550,3.342818,15.26,13715,587393,-171.62
Estonia,233,2015,14.8,58.9,254,1.315325,0.13,194628,195154,-0.4
Faroe Islands,234,2015,11.4,49.3,0,0.048051,0,5186,14777,-199.6
Falkland Islands,238,2015,55.4,44.4,0,0.002834,0,1506,1454,18.35
Fiji,242,2015,1.6,46,20,0.868627,0.14,11975,207986,-225.66
Finland,246,2015,5.7,49.4,37069,5.481122,11.86,312614,288914,4.32
France,250,2015,12.2,51.7,336183,64.4532,4.28,7874172,2133451,89.07
French Guiana,254,2015,40.7,52.5,0,0.260999,0,103768,4413,380.67
French Polynesia,258,2015,11,43,0,0.273124,0,26208,1833,89.25
Djibouti,262,2015,12.3,47.4,22006,0.913993,19.57,105630,17079,96.88
Gabon,266,2015,19.4,35.6,2884,1.947686,0.76,368751,43455,167.02
Georgia,268,2015,1.9,56.2,2712,4.024183,3.55,73673,841744,-190.86
Gambia,270,2015,9.2,47.3,7854,2.08586,4.09,186955,90254,46.36
Palestinian Territories,275,2015,5.6,55.7,2051096,4.529166,808.69,232708,3666740,-758.2
Germany,276,2015,12.5,50.7,736740,81.787411,7.21,10118825,3756665,77.79
Ghana,288,2015,1.5,46.7,19265,27.849205,4.61,353230,905935,-19.85
Gibraltar,292,2015,32.8,49.5,0,0.033736,0,8741,12679,-116.73
Kiribati,296,2015,2.6,47.3,0,0.11093,0,2444,4122,-15.13
Greece,300,2015,11.7,54.1,50979,10.65975,4.09,1242923,826534,39.06
Greenland,304,2015,10.3,34.2,0,0.056377,0,5525,18161,-224.13
Grenada,308,2015,6.4,50.4,0,0.109599,0,4823,69920,-593.96
Guadeloupe,312,2015,22.1,55.5,0,0.445806,0,93022,11397,183.1
Guam,316,2015,47,48.4,0,0.161853,0,73602,2145,441.49
Guatemala,320,2015,0.5,52.6,3851,16.252429,4.74,76258,1119480,-64.19
Guinea,324,2015,1.1,41.4,8766,11.432088,6.97,116432,485597,-32.29
Guyana,328,2015,2,46.5,11,0.767432,0.07,14507,483491,-611.11
Haiti,332,2015,0.2,44.4,3,10.695542,0.01,16696,1469472,-135.83
Vatican City,336,2015,100,53.2,0,0.000803,0,0,306,-381.07
Honduras,340,2015,0.4,47.5,26,9.112916,0.07,38107,731125,-76.05
Hong Kong SAR China,344,2015,39.5,60.5,2448,7.185996,0.09,2806766,1043301,245.4
Hungary,348,2015,4.9,50.4,41086,9.777923,8.58,455667,554915,-10.15
Iceland,352,2015,11.8,51.2,340,0.330243,0.87,38540,39055,-1.56
India,356,2015,0.4,48.8,207861,1310.152403,3.97,5225394,15932628,-8.17
Indonesia,360,2015,0.1,41.8,13548,258.383256,5.24,299297,4081744,-14.64
Iran,364,2015,3.5,47,982085,78.492215,35.75,2484128,1171925,16.72
Iraq,368,2015,1,41.8,285150,35.572261,80.16,333517,1743843,-39.65
Ireland,372,2015,16.3,50.4,11180,4.652425,1.47,759256,740588,4.01
Israel,376,2015,25.2,54.6,44623,7.97849,2.22,1406027,339165,133.72
Italy,380,2015,9.6,54.6,177193,60.578494,3.05,5757936,2692923,50.6
Côte d’Ivoire,384,2015,10.6,44.6,2842,23.226143,0.12,2399110,1055616,57.84
Jamaica,388,2015,0.8,49.2,19,2.891021,0.08,20697,1031588,-349.67
Japan,392,2015,1.7,53,16305,127.985133,0.75,2076531,780907,10.12
Kazakhstan,398,2015,20.2,50.4,805,17.572016,0.02,3287097,3904865,-35.16
Jordan,400,2015,33.6,49.6,2751479,9.266575,88.37,3090969,705401,257.44
Kenya,404,2015,2.4,50,593881,47.878336,51.68,1047402,484859,11.75
North Korea,408,2015,0.2,50.2,0,25.183833,0,46325,107527,-2.43
South Korea,410,2015,2.2,43.9,6905,50.823093,0.62,1091026,2211910,-22.05
Kuwait,414,2015,74.7,33.6,1641,3.835591,0.06,2751639,188716,668.2
Kyrgyzstan,417,2015,3.4,59.6,512,5.959121,0.25,199981,745427,-91.53
Laos,418,2015,0.7,35.6,0,6.741164,0,42099,1285279,-184.42
Lebanon,422,2015,30.2,51.9,1592607,6.532678,80.73,1971580,769573,184
Lesotho,426,2015,0.3,45.9,35,2.059021,0.57,3932,305365,-146.4
Latvia,428,2015,13.3,60.8,387,1.997674,0.15,265418,307940,-21.29
Liberia,430,2015,2.5,43,38188,4.47223,34.16,106376,206715,-22.44
Libya,434,2015,12,28.8,36784,6.418315,4.78,771146,158598,95.44
Liechtenstein,438,2015,63.5,51.2,247,0.03747,1.04,23018,3574,518.92
Lithuania,440,2015,4.6,57.7,1175,2.93188,0.87,135643,559751,-144.65
Luxembourg,442,2015,43.9,49.3,3727,0.566741,1.5,248513,69844,315.26
Macau SAR China,446,2015,62.5,53.6,7,0.602085,0,332717,141022,318.39
Madagascar,450,2015,0.1,43,22,24.234088,0.09,23463,175650,-6.28
Malawi,454,2015,1.4,52.4,23489,16.745303,10.02,183314,303275,-7.16
Malaysia,458,2015,10.8,39.2,154581,30.270962,4.73,3061157,1795850,41.8
Maldives,462,2015,14.1,12.3,0,0.454915,0,60058,2935,125.57
Mali,466,2015,2.4,49.3,16257,17.438778,3.88,386996,1222827,-47.93
Malta,470,2015,12.1,46.2,7665,0.433559,14.61,50260,103806,-123.5
Martinique,474,2015,16.3,56.3,0,0.378478,0,59998,13441,123.01
Mauritania,478,2015,4.1,43.5,77891,4.046301,46.95,161138,108342,13.05
